vibration_1,vibration_2,moisture_1,moisture_2
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.03,19.63
0.01,0.03,20.03,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.01,19.63
0.01,0.04,20.01,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.06,19.63
0.01,0.05,20.06,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.03,19.63
0.01,0.05,20.03,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.06,19.63
0.01,0.04,20.06,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.02,20.0,19.63
0.01,0.02,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.05,20.03,19.63
0.01,0.05,20.03,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.01,19.63
0.01,0.05,20.01,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.02,19.63
0.01,0.04,20.02,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.09,19.63
0.01,0.04,20.09,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.01,19.63
0.01,0.04,20.01,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.04,20.01,19.63
0.01,0.04,20.01,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.06,20.06,19.63
0.01,0.06,20.06,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.06,20.01,19.63
0.01,0.06,20.01,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.06,19.63
0.01,0.05,20.06,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.01,19.63
0.01,0.05,20.01,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.06,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.06,19.63
0.01,0.04,20.06,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.03,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.05,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.04,20.0,19.63
0.01,0.03,20.0,14.2
0.01,0.03,20.0,14.2
0.01,0.04,20.0,11.11
0.01,0.04,20.0,11.11
0.01,0.05,20.0,11.91
0.01,0.05,20.0,11.91
0.01,0.04,20.0,11.35
0.01,0.04,20.0,11.35
0.01,0.06,20.0,11.97
0.01,0.06,20.0,11.97
0.01,0.03,20.0,12.34
0.01,0.03,20.0,12.34
0.01,0.04,20.01,12.59
0.01,0.04,20.01,12.59
0.01,0.04,20.01,12.84
0.01,0.04,20.01,12.84
0.01,0.05,20.0,13.04
0.01,0.05,20.0,13.04
0.01,0.03,20.0,13.19
0.01,0.03,20.0,13.19
0.01,0.04,20.0,13.33
0.01,0.04,20.0,13.33
0.01,0.04,20.0,13.45
0.01,0.04,20.0,13.45
0.01,0.04,20.0,13.58
0.01,0.04,20.0,13.58
0.01,0.04,20.0,13.7
0.01,0.04,20.0,13.7
0.01,0.04,20.0,13.82
0.01,0.04,20.0,13.82
0.01,0.05,20.06,13.95
0.01,0.05,20.06,13.95
0.01,0.04,20.0,14.07
0.01,0.04,20.0,14.07
0.01,0.05,20.0,14.07
0.01,0.05,20.0,14.07
0.01,0.04,20.0,14.19
0.01,0.04,20.0,14.19
0.01,0.04,20.0,14.19
0.01,0.04,20.0,14.19
0.01,0.05,20.0,14.29
0.01,0.05,20.0,14.29
0.01,0.05,20.0,14.32
0.01,0.05,20.0,14.32
0.01,0.03,20.0,14.32
0.01,0.03,20.0,14.32
0.01,0.04,20.0,14.33
0.01,0.04,20.0,14.33
0.01,0.04,20.0,14.44
0.01,0.04,20.0,14.44
0.01,0.05,20.0,14.44
0.01,0.05,20.0,14.44
0.01,0.05,20.0,14.44
0.01,0.05,20.0,14.44
0.01,0.04,20.0,14.46
0.01,0.04,20.0,14.46
0.01,0.06,20.0,14.57
0.01,0.06,20.0,14.57
0.01,0.06,20.0,14.57
0.01,0.06,20.0,14.57
0.01,0.04,20.0,14.57
0.01,0.04,20.0,14.57
0.01,0.05,20.0,14.57
0.01,0.05,20.0,14.57
0.01,0.04,20.0,14.63
0.01,0.04,20.0,14.63
0.01,0.04,20.0,14.69
0.01,0.04,20.0,14.69
0.01,0.06,20.0,14.69
0.01,0.06,20.0,14.69
0.01,0.05,20.0,14.69
0.01,0.05,20.0,14.69
0.01,0.04,20.0,14.69
0.01,0.04,20.0,14.69
0.01,0.04,20.0,14.75
0.01,0.04,20.0,14.75
0.01,0.04,20.03,14.81
0.01,0.04,20.03,14.81
0.01,0.05,20.0,14.81
0.01,0.05,20.0,14.81
0.01,0.05,20.0,14.81
0.01,0.05,20.0,14.81
0.01,0.05,20.0,14.81
0.01,0.05,20.0,14.81
0.01,0.04,20.0,14.81
0.01,0.04,20.0,14.81
0.01,0.04,20.0,14.81
0.01,0.04,20.0,14.81
0.01,0.04,20.0,14.81
0.01,0.04,20.0,14.81
0.01,0.05,20.0,14.82
0.01,0.05,20.0,14.82
0.01,0.04,20.0,14.89
0.01,0.04,20.0,14.89
0.01,0.04,20.0,14.93
0.01,0.04,20.0,14.93
0.01,0.05,20.0,14.93
0.01,0.05,20.0,14.93
0.01,0.03,20.0,14.93
0.01,0.03,20.0,14.93
0.01,0.04,20.0,14.93
0.01,0.04,20.0,14.93
0.01,0.04,20.0,14.93
0.01,0.04,20.0,14.93
0.01,0.04,20.0,14.93
0.01,0.04,20.0,14.93
0.01,0.05,20.0,14.93
0.01,0.05,20.0,14.93
0.01,0.04,20.0,14.93
0.01,0.04,20.0,14.93
0.01,0.03,20.0,15.05
0.01,0.03,20.0,15.05
0.01,0.06,20.0,15.06
0.01,0.06,20.0,15.06
0.01,0.04,20.0,15.0
0.01,0.04,20.0,15.0
0.01,0.04,20.0,15.05
0.01,0.04,20.0,15.05
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.05,20.0,15.06
0.01,0.05,20.0,15.06
0.01,0.05,20.0,15.06
0.01,0.05,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.06
0.01,0.04,20.0,15.1
0.01,0.04,20.0,15.1
0.01,0.05,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.06,20.0,15.18
0.01,0.06,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.05,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.03,20.0,15.18
0.01,0.03,20.0,15.18
0.01,0.03,20.0,15.18
0.01,0.03,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.04,20.0,15.18
0.01,0.04,20.0,15.25
0.01,0.04,20.0,15.25
0.01,0.05,20.0,15.31
0.01,0.05,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.05,20.0,15.31
0.01,0.05,20.0,15.31
0.01,0.03,20.0,15.31
0.01,0.03,20.0,15.31
0.01,0.06,20.0,15.31
0.01,0.06,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.04,20.0,15.31
0.01,0.03,20.02,15.31
0.01,0.03,20.02,15.31
0.01,0.04,20.0,13.42
0.01,0.04,20.0,13.42
0.01,0.04,20.0,16.42
0.01,0.04,20.0,16.42
0.01,0.03,20.0,16.29
0.01,0.03,20.0,16.29
0.01,0.04,20.0,16.42
0.01,0.04,20.0,16.42
0.01,0.04,20.0,16.54
0.01,0.04,20.0,16.54
0.01,0.05,20.0,16.54
0.01,0.05,20.0,16.54
0.01,0.05,20.0,16.54
0.01,0.05,20.0,16.54
0.01,0.05,20.0,16.64
0.01,0.05,20.0,16.64
0.01,0.05,20.0,16.66
0.01,0.05,20.0,16.66
0.01,0.05,20.0,16.66
0.01,0.05,20.0,16.66
0.01,0.06,20.0,16.66
0.01,0.06,20.0,16.66
0.01,0.04,20.0,16.66
0.01,0.04,20.0,16.66
0.01,0.04,20.0,16.66
0.01,0.04,20.0,16.66
0.01,0.04,20.0,16.66
0.01,0.04,20.0,16.66
0.01,0.08,20.0,16.66
0.01,0.08,20.0,16.66
0.01,0.05,20.0,16.66
0.01,0.05,20.0,16.66
0.01,0.04,20.0,16.67
0.01,0.04,20.0,16.67
0.01,0.04,20.0,16.79
0.01,0.04,20.0,16.79
0.01,0.05,20.0,16.79
0.01,0.05,20.0,16.79
0.01,0.05,20.0,16.79
0.01,0.05,20.0,16.79
0.01,0.05,20.0,16.79
0.01,0.05,20.0,16.79
0.01,0.05,20.0,16.79
0.01,0.05,20.0,16.79
0.01,0.04,20.0,16.79
0.01,0.04,20.0,16.79
0.01,0.03,20.0,16.79
0.01,0.03,20.0,16.79
0.01,0.04,20.0,16.79
0.01,0.04,20.0,16.79
