temperature_1,temperature_2,temperature_3,pressure_1,pressure_2,ultrasonic
29.99,29.59,30.74,685.15,1.24,616.68
30.33,29.59,31.04,685.15,1.44,622.0
30.33,29.59,31.04,685.15,1.44,622.0
30.34,29.69,31.04,685.15,1.44,622.2
30.34,29.69,31.04,685.15,1.44,622.2
30.36,29.66,31.02,685.15,1.44,622.0
30.36,29.66,31.02,685.15,1.44,622.0
30.36,29.66,31.02,685.15,1.44,622.0
30.36,29.66,31.02,685.15,1.44,622.0
30.36,29.59,31.05,685.15,1.44,622.0
30.36,29.59,31.05,685.15,1.44,622.0
30.56,29.59,31.38,685.15,1.66,625.06
30.56,29.59,31.38,685.15,1.66,625.06
30.51,29.51,31.37,685.15,1.64,622.0
30.51,29.51,31.37,685.15,1.64,622.0
30.36,29.59,31.37,685.15,1.64,622.0
30.36,29.59,31.37,685.15,1.64,622.0
30.36,29.66,31.35,685.15,1.66,622.0
30.36,29.66,31.35,685.15,1.66,622.0
30.36,29.69,31.35,685.15,1.64,621.38
30.36,29.69,31.35,685.15,1.64,621.38
30.73,29.69,31.64,685.15,1.86,625.67
30.73,29.69,31.64,685.15,1.86,625.67
30.73,29.59,31.63,685.15,1.85,622.61
30.73,29.59,31.63,685.15,1.85,622.61
30.73,29.69,31.64,685.15,1.85,622.0
30.73,29.69,31.64,685.15,1.85,622.0
30.73,29.59,31.65,685.15,1.84,622.0
30.73,29.59,31.65,685.15,1.84,622.0
30.73,29.59,31.67,685.15,1.84,622.0
30.73,29.59,31.67,685.15,1.84,622.0
30.73,29.59,31.68,685.15,1.84,622.0
30.73,29.59,31.68,685.15,1.84,622.0
30.73,29.59,31.68,685.15,1.85,622.0
30.73,29.59,31.68,685.15,1.85,622.0
30.73,29.59,31.67,685.15,1.84,622.0
30.73,29.59,31.67,685.15,1.84,622.0
30.75,29.51,31.66,685.15,1.84,622.0
30.75,29.51,31.66,685.15,1.84,622.0
30.79,29.51,31.67,685.15,1.84,622.0
30.79,29.51,31.67,685.15,1.84,622.0
30.73,29.51,31.67,685.15,1.84,622.0
30.73,29.51,31.67,685.15,1.84,622.0
31.1,29.51,32.0,685.15,2.05,628.33
31.1,29.51,32.0,685.15,2.05,628.33
31.1,29.51,31.99,685.15,2.05,628.94
31.1,29.51,31.99,685.15,2.05,628.94
31.1,29.51,31.99,685.15,2.05,625.47
31.1,29.51,31.99,685.15,2.05,625.47
31.1,29.51,32.0,685.15,2.06,628.74
31.1,29.51,32.0,685.15,2.06,628.74
31.1,29.51,32.0,685.15,2.05,625.67
31.1,29.51,32.0,685.15,2.05,625.67
31.1,29.51,31.99,685.15,2.05,628.94
31.1,29.51,31.99,685.15,2.05,628.94
31.1,29.51,31.99,685.15,2.05,628.94
31.1,29.51,31.99,685.15,2.05,628.94
31.1,29.51,31.98,685.15,2.05,628.94
31.1,29.51,31.98,685.15,2.05,628.94
31.1,29.51,31.98,685.15,2.05,629.35
31.1,29.51,31.98,685.15,2.05,629.35
31.1,29.51,32.0,685.15,2.05,628.94
31.1,29.51,32.0,685.15,2.05,628.94
31.1,29.51,32.0,685.15,2.05,628.94
31.1,29.51,32.0,685.15,2.05,628.94
31.1,29.51,31.98,685.15,2.04,628.94
31.1,29.51,31.98,685.15,2.04,628.94
31.1,29.59,31.99,685.15,2.04,631.6
31.1,29.59,31.99,685.15,2.04,631.6
31.1,29.59,31.98,685.15,2.05,635.89
31.1,29.59,31.98,685.15,2.05,635.89
31.1,29.51,31.94,685.15,2.04,635.89
31.1,29.51,31.94,685.15,2.04,635.89
31.1,29.69,31.93,685.15,2.04,637.12
31.1,29.69,31.93,685.15,2.04,637.12
31.1,29.69,31.94,685.15,2.05,641.41
31.1,29.69,31.94,685.15,2.05,641.41
31.1,29.69,31.97,685.15,2.03,635.89
31.1,29.69,31.97,685.15,2.03,635.89
31.1,29.59,31.96,685.15,2.03,635.89
31.1,29.59,31.96,685.15,2.03,635.89
31.1,29.51,31.98,685.15,2.04,628.94
31.1,29.51,31.98,685.15,2.04,628.94
31.1,29.51,31.98,685.15,2.03,628.94
31.1,29.51,31.98,685.15,2.03,628.94
31.1,29.59,31.97,685.15,2.03,628.54
31.1,29.59,31.97,685.15,2.03,628.54
31.1,29.66,31.93,685.15,2.04,628.94
31.1,29.66,31.93,685.15,2.04,628.94
31.1,29.69,31.92,685.15,2.03,628.94
31.1,29.69,31.92,685.15,2.03,628.94
31.1,29.69,31.94,685.15,2.03,629.76
31.1,29.69,31.94,685.15,2.03,629.76
31.1,29.51,31.96,685.15,2.03,635.89
31.1,29.51,31.96,685.15,2.03,635.89
31.1,29.51,31.97,685.15,2.03,635.89
31.1,29.51,31.97,685.15,2.03,635.89
31.1,29.59,31.94,685.15,2.03,635.89
31.1,29.59,31.94,685.15,2.03,635.89
31.1,29.66,31.92,685.15,2.03,629.15
31.1,29.66,31.92,685.15,2.03,629.15
31.1,29.69,31.93,685.15,2.03,628.94
31.1,29.69,31.93,685.15,2.03,628.94
31.1,29.51,31.94,685.15,2.03,624.86
31.1,29.51,31.94,685.15,2.03,624.86
31.1,29.51,31.97,685.15,2.03,628.94
31.1,29.51,31.97,685.15,2.03,628.94
31.1,29.59,31.92,685.15,2.03,628.94
31.1,29.59,31.92,685.15,2.03,628.94
31.1,29.69,31.9,685.15,2.02,632.42
31.1,29.69,31.9,685.15,2.02,632.42
31.1,29.66,31.92,685.15,2.03,635.89
31.1,29.66,31.92,685.15,2.03,635.89
31.1,29.51,31.92,685.15,2.03,636.1
31.1,29.51,31.92,685.15,2.03,636.1
31.1,29.59,31.94,685.15,2.03,635.48
31.1,29.59,31.94,685.15,2.03,635.48
31.1,29.66,31.91,685.15,2.03,628.94
31.1,29.66,31.91,685.15,2.03,628.94
31.1,29.69,31.93,685.15,2.02,623.63
31.1,29.69,31.93,685.15,2.02,623.63
31.1,29.51,31.91,685.15,2.02,628.94
31.1,29.51,31.91,685.15,2.02,628.94
31.1,29.51,31.94,685.15,2.02,634.05
31.1,29.51,31.94,685.15,2.02,634.05
31.1,29.59,31.89,685.15,2.02,635.89
31.1,29.59,31.89,685.15,2.02,635.89
31.1,29.69,31.89,685.15,2.02,635.89
31.1,29.69,31.89,685.15,2.02,635.89
31.1,29.51,31.9,685.15,2.03,635.89
31.1,29.51,31.9,685.15,2.03,635.89
31.1,29.51,31.93,685.15,2.01,628.94
31.1,29.51,31.93,685.15,2.01,628.94
31.1,29.59,31.87,685.15,2.01,628.13
31.1,29.59,31.87,685.15,2.01,628.13
31.1,29.69,31.89,685.15,2.01,628.94
31.1,29.69,31.89,685.15,2.01,628.94
31.1,29.51,31.91,685.15,2.02,629.76
31.1,29.51,31.91,685.15,2.02,629.76
31.1,29.51,31.9,685.15,2.01,635.89
31.1,29.51,31.9,685.15,2.01,635.89
31.1,29.66,31.87,685.15,2.02,641.21
31.1,29.66,31.87,685.15,2.02,641.21
31.1,29.69,31.88,685.15,2.01,635.89
31.1,29.69,31.88,685.15,2.01,635.89
31.1,29.51,31.88,685.15,2.01,628.94
31.1,29.51,31.88,685.15,2.01,628.94
31.1,29.51,31.9,685.15,2.02,627.31
31.1,29.51,31.9,685.15,2.02,627.31
31.43,29.51,32.12,685.15,2.16,628.94
31.43,29.51,32.12,685.15,2.16,628.94
31.1,29.66,32.09,685.15,2.17,628.94
31.1,29.66,32.09,685.15,2.17,628.94
31.1,29.66,32.07,685.15,2.21,635.89
31.1,29.66,32.07,685.15,2.21,635.89
31.4,29.69,32.12,685.15,2.2,635.89
31.4,29.69,32.12,685.15,2.2,635.89
31.47,29.66,32.1,685.15,2.2,636.3
31.47,29.66,32.1,685.15,2.2,636.3
31.24,29.51,32.09,685.15,2.2,641.21
31.24,29.51,32.09,685.15,2.2,641.21
31.27,29.48,32.11,685.15,2.21,642.84
31.27,29.48,32.11,685.15,2.21,642.84
31.1,29.48,32.09,685.15,2.2,642.84
31.1,29.48,32.09,685.15,2.2,642.84
31.1,29.48,32.05,685.15,2.2,642.84
31.1,29.48,32.05,685.15,2.2,642.84
31.1,29.51,32.02,685.15,2.21,642.84
31.1,29.51,32.02,685.15,2.21,642.84
31.48,29.48,32.27,685.15,2.39,646.11
31.48,29.48,32.27,685.15,2.39,646.11
31.48,29.48,32.27,685.15,2.39,649.79
31.48,29.48,32.27,685.15,2.39,649.79
31.48,29.48,32.23,685.15,2.39,649.79
31.85,29.51,32.48,685.15,2.57,649.79
31.85,29.51,32.48,685.15,2.57,649.79
31.85,29.59,32.44,685.15,2.58,651.63
31.85,29.59,32.44,685.15,2.58,651.63
31.85,29.59,32.44,685.15,2.58,651.63
31.85,29.59,32.42,685.15,2.58,649.79
32.18,29.51,32.68,685.15,2.76,656.33
32.18,29.51,32.68,685.15,2.76,656.33
32.2,29.48,32.68,685.15,2.76,651.22
32.2,29.48,32.68,685.15,2.76,651.22
32.19,29.48,32.7,685.15,2.76,653.26
32.19,29.48,32.7,685.15,2.76,653.26
31.85,29.37,32.65,685.15,2.75,649.79
31.85,29.37,32.65,685.15,2.75,649.79
31.85,29.41,32.63,685.15,2.76,646.31
31.85,29.41,32.63,685.15,2.76,646.31
32.58,29.48,33.17,685.15,3.12,665.32
32.58,29.48,33.17,685.15,3.12,665.32
32.37,29.48,32.98,685.15,3.01,656.74
32.37,29.48,32.98,685.15,3.01,656.74
32.58,29.41,33.03,685.15,3.02,658.17
32.58,29.41,33.03,685.15,3.02,658.17
32.58,29.41,33.15,685.15,3.13,672.47
32.58,29.41,33.15,685.15,3.13,672.47
32.58,29.48,33.24,685.15,3.2,672.06
32.58,29.48,33.24,685.15,3.2,672.06
32.58,29.41,33.19,685.15,3.16,677.79
32.58,29.41,33.19,685.15,3.16,677.79
32.58,29.33,33.28,685.15,3.21,677.79
32.58,29.33,33.28,685.15,3.21,677.79
32.58,29.51,33.17,685.15,3.17,670.63
32.58,29.51,33.17,685.15,3.17,670.63
32.58,29.3,33.19,685.15,3.21,664.5
32.58,29.3,33.19,685.15,3.21,664.5
32.58,29.41,33.19,685.15,3.16,663.68
32.58,29.41,33.19,685.15,3.16,663.68
32.58,29.22,33.18,685.15,3.2,663.68
32.58,29.22,33.18,685.15,3.2,663.68
32.58,29.51,33.13,685.15,3.16,670.63
32.58,29.51,33.13,685.15,3.16,670.63
32.58,29.22,33.22,685.15,3.23,677.79
32.58,29.22,33.22,685.15,3.23,677.79
32.58,29.22,33.13,685.15,3.18,671.45
32.58,29.22,33.13,685.15,3.18,671.45
32.58,29.19,33.16,685.15,3.21,670.63
32.58,29.19,33.16,685.15,3.21,670.63
32.58,29.19,33.21,685.15,3.22,663.68
32.58,29.19,33.21,685.15,3.22,663.68
32.58,29.22,33.16,685.15,3.2,662.46
32.58,29.22,33.16,685.15,3.2,662.46
31.48,29.48,31.89,685.15,2.36,649.79
31.48,29.48,31.89,685.15,2.36,649.79
31.48,29.48,31.93,685.15,2.34,656.74
31.48,29.48,31.93,685.15,2.34,656.74
31.48,29.41,31.9,685.15,2.36,656.94
31.48,29.41,31.9,685.15,2.36,656.94
31.48,29.41,31.88,685.15,2.36,656.74
31.48,29.41,31.88,685.15,2.36,656.74
31.48,29.37,31.94,685.15,2.39,649.79
31.48,29.37,31.94,685.15,2.39,649.79
31.47,29.3,31.97,685.15,2.4,646.31
31.47,29.3,31.97,685.15,2.4,646.31
31.4,29.22,31.93,685.15,2.39,642.84
31.4,29.22,31.93,685.15,2.39,642.84
31.48,29.19,31.93,685.15,2.4,642.84
31.48,29.19,31.93,685.15,2.4,642.84
31.48,29.22,31.98,685.15,2.4,649.79
31.48,29.22,31.98,685.15,2.4,649.79
31.48,29.33,31.89,685.15,2.34,655.92
31.48,29.33,31.89,685.15,2.34,655.92
31.38,29.3,31.92,685.15,2.39,660.21
31.38,29.3,31.92,685.15,2.39,660.21
31.2,29.51,31.86,685.15,2.37,656.74
31.2,29.51,31.86,685.15,2.37,656.74
31.48,29.48,31.88,685.15,2.34,656.74
31.48,29.48,31.88,685.15,2.34,656.74
27.96,29.33,28.47,685.15,0.07,585.42
27.96,29.33,28.47,685.15,0.07,585.42
28.14,29.3,28.52,685.15,0.08,585.42
28.14,29.3,28.52,685.15,0.08,585.42
28.14,29.3,28.5,685.15,0.09,587.05
28.14,29.3,28.5,685.15,0.09,587.05
27.92,29.41,28.47,685.15,0.08,588.48
27.92,29.41,28.47,685.15,0.08,588.48
27.77,29.37,28.45,685.15,0.09,594.41
27.77,29.37,28.45,685.15,0.09,594.41
27.77,29.33,28.5,685.15,0.09,594.0
27.77,29.33,28.5,685.15,0.09,594.0
28.14,29.3,28.47,685.15,0.09,594.0
28.14,29.3,28.47,685.15,0.09,594.0
28.14,29.33,28.47,685.15,0.07,592.57
28.14,29.33,28.47,685.15,0.07,592.57
28.11,29.37,28.44,685.15,0.07,587.05
28.11,29.37,28.44,685.15,0.07,587.05
27.77,29.41,28.44,685.15,0.07,587.05
27.77,29.41,28.44,685.15,0.07,587.05
27.77,29.3,28.48,685.15,0.07,582.96
27.77,29.3,28.48,685.15,0.07,582.96
27.79,29.3,28.49,685.15,0.07,580.1
27.79,29.3,28.49,685.15,0.07,580.1
28.07,29.3,28.45,685.15,0.07,580.1
28.07,29.3,28.45,685.15,0.07,580.1
28.07,29.41,28.45,685.15,0.06,583.37
28.07,29.41,28.45,685.15,0.06,583.37
28.07,29.37,28.44,685.15,0.07,586.23
28.07,29.37,28.44,685.15,0.07,586.23
27.83,29.3,28.47,685.15,0.07,588.69
27.83,29.3,28.47,685.15,0.07,588.69
27.77,29.3,28.5,685.15,0.07,597.47
27.77,29.3,28.5,685.15,0.07,597.47
27.77,29.3,28.48,685.15,0.07,600.33
27.77,29.3,28.48,685.15,0.07,600.33
27.99,29.37,28.44,685.15,0.06,594.0
27.99,29.37,28.44,685.15,0.06,594.0
27.84,29.3,28.47,685.15,0.06,592.36
27.84,29.3,28.47,685.15,0.06,592.36
27.77,29.3,28.53,685.15,0.07,587.05
27.77,29.3,28.53,685.15,0.07,587.05
27.77,29.33,28.48,685.15,0.06,580.1
27.77,29.33,28.48,685.15,0.06,580.1
27.77,29.33,28.48,685.15,0.06,580.1
27.77,29.33,28.48,685.15,0.06,580.1
27.99,29.3,28.53,685.15,0.07,586.85
27.99,29.3,28.53,685.15,0.07,586.85
27.8,29.22,28.52,685.15,0.07,594.0
27.8,29.22,28.52,685.15,0.07,594.0
27.77,29.41,28.49,685.15,0.07,600.13
27.77,29.41,28.49,685.15,0.07,600.13
28.1,29.3,28.54,685.15,0.07,594.0
28.1,29.3,28.54,685.15,0.07,594.0
27.77,29.3,28.54,685.15,0.07,587.05
27.77,29.3,28.54,685.15,0.07,587.05
27.77,29.41,28.49,685.15,0.06,580.72
27.77,29.41,28.49,685.15,0.06,580.72
27.85,29.3,28.55,685.15,0.07,580.1
27.85,29.3,28.55,685.15,0.07,580.1
27.85,29.3,28.53,685.15,0.07,587.05
27.85,29.3,28.53,685.15,0.07,587.05
27.77,29.33,28.52,685.15,0.07,597.47
27.77,29.33,28.52,685.15,0.07,597.47
27.77,29.3,28.56,685.15,0.07,595.84
27.77,29.3,28.56,685.15,0.07,595.84
27.85,29.33,28.53,685.15,0.07,593.59
27.85,29.33,28.53,685.15,0.07,593.59
27.77,29.37,28.53,685.15,0.07,587.05
27.77,29.37,28.53,685.15,0.07,587.05
28.14,29.3,28.57,685.15,0.06,580.1
28.14,29.3,28.57,685.15,0.06,580.1
28.14,29.41,28.54,685.15,0.07,587.05
28.14,29.41,28.54,685.15,0.07,587.05
27.77,29.3,28.53,685.15,0.07,594.0
27.77,29.3,28.53,685.15,0.07,594.0
27.77,29.3,28.56,685.15,0.07,595.43
27.77,29.3,28.56,685.15,0.07,595.43
27.78,29.41,28.53,685.15,0.07,587.87
27.78,29.41,28.53,685.15,0.07,587.87
27.77,29.3,28.55,685.15,0.07,581.74
27.77,29.3,28.55,685.15,0.07,581.74
27.99,29.3,28.54,685.15,0.07,580.1
27.99,29.3,28.54,685.15,0.07,580.1
28.14,29.37,28.52,685.15,0.07,587.05
28.14,29.37,28.52,685.15,0.07,587.05
27.91,29.3,28.54,685.15,0.06,594.0
27.91,29.3,28.54,685.15,0.06,594.0
28.14,29.41,28.49,685.15,0.07,594.0
28.14,29.41,28.49,685.15,0.07,594.0
27.77,29.3,28.55,685.15,0.07,581.74
27.77,29.3,28.55,685.15,0.07,581.74
28.14,29.37,28.48,685.15,0.07,583.58
28.14,29.37,28.48,685.15,0.07,583.58
27.91,29.3,28.53,685.15,0.06,594.0
27.91,29.3,28.53,685.15,0.06,594.0
28.14,29.37,28.48,685.15,0.07,594.0
28.14,29.37,28.48,685.15,0.07,594.0
27.77,29.22,28.5,685.15,0.07,587.05
27.77,29.22,28.5,685.15,0.07,587.05
28.14,29.33,28.47,685.15,0.07,583.37
28.14,29.33,28.47,685.15,0.07,583.37
27.77,29.33,28.48,685.15,0.07,597.47
27.77,29.33,28.48,685.15,0.07,597.47
28.14,29.3,28.5,685.15,0.07,590.12
28.14,29.3,28.5,685.15,0.07,590.12
27.84,29.41,28.44,685.15,0.06,580.1
27.84,29.41,28.44,685.15,0.06,580.1
28.07,29.3,28.49,685.15,0.07,589.71
28.07,29.3,28.49,685.15,0.07,589.71
27.99,29.33,28.47,685.15,0.06,594.2
27.99,29.33,28.47,685.15,0.06,594.2
27.77,29.33,28.48,685.15,0.07,587.05
27.77,29.33,28.48,685.15,0.07,587.05
27.78,29.33,28.49,685.15,0.07,580.1
27.78,29.33,28.49,685.15,0.07,580.1
28.14,29.41,28.48,685.15,0.07,593.8
28.14,29.41,28.48,685.15,0.07,593.8
28.07,29.33,28.52,685.15,0.07,594.82
28.07,29.33,28.52,685.15,0.07,594.82
27.77,29.48,28.5,685.15,0.07,587.05
27.77,29.48,28.5,685.15,0.07,587.05
28.14,29.33,28.53,685.15,0.07,580.1
28.14,29.33,28.53,685.15,0.07,580.1
28.11,29.41,28.48,685.15,0.07,587.05
28.11,29.41,28.48,685.15,0.07,587.05
27.91,29.33,28.5,685.15,0.07,598.29
27.91,29.33,28.5,685.15,0.07,598.29
28.14,29.33,28.49,685.15,0.06,594.0
28.14,29.33,28.49,685.15,0.06,594.0
27.77,29.41,28.47,685.15,0.07,587.05
27.77,29.41,28.47,685.15,0.07,587.05
28.14,29.33,28.52,685.15,0.07,580.1
28.14,29.33,28.52,685.15,0.07,580.1
27.95,29.41,28.48,685.15,0.07,587.05
27.95,29.41,28.48,685.15,0.07,587.05
27.77,29.37,28.53,685.15,0.07,599.52
27.77,29.37,28.53,685.15,0.07,599.52
27.85,29.37,28.49,685.15,0.07,594.0
27.85,29.37,28.49,685.15,0.07,594.0
27.77,29.37,28.48,685.15,0.07,587.05
27.77,29.37,28.48,685.15,0.07,587.05
28.11,29.3,28.49,685.15,0.07,580.1
28.11,29.3,28.49,685.15,0.07,580.1
28.14,29.48,28.47,685.15,0.07,586.44
28.14,29.48,28.47,685.15,0.07,586.44
28.05,29.37,28.53,685.15,0.07,594.0
28.05,29.37,28.53,685.15,0.07,594.0
28.13,29.41,28.48,685.15,0.07,596.66
28.13,29.41,28.48,685.15,0.07,596.66
27.83,29.33,28.49,685.15,0.07,587.05
27.83,29.33,28.49,685.15,0.07,587.05
27.78,29.33,28.49,685.15,0.07,580.1
27.78,29.33,28.49,685.15,0.07,580.1
28.14,29.41,28.47,685.15,0.06,586.85
28.14,29.41,28.47,685.15,0.06,586.85
27.77,29.33,28.5,685.15,0.07,594.0
27.77,29.33,28.5,685.15,0.07,594.0
28.14,29.41,28.47,685.15,0.07,594.0
28.14,29.41,28.47,685.15,0.07,594.0
27.77,29.33,28.52,685.15,0.06,586.85
27.77,29.33,28.52,685.15,0.06,586.85
28.14,29.37,28.47,685.15,0.06,582.76
28.14,29.37,28.47,685.15,0.06,582.76
27.79,29.33,28.49,685.15,0.07,594.61
27.79,29.33,28.49,685.15,0.07,594.61
28.14,29.37,28.48,685.15,0.07,594.0
28.14,29.37,28.48,685.15,0.07,594.0
27.77,29.41,28.48,685.15,0.07,586.64
27.77,29.41,28.48,685.15,0.07,586.64
28.14,29.33,28.53,685.15,0.07,583.99
28.14,29.33,28.53,685.15,0.07,583.99
27.77,29.48,28.47,685.15,0.06,594.0
27.77,29.48,28.47,685.15,0.06,594.0
28.14,29.33,28.5,685.15,0.07,590.12
28.14,29.33,28.5,685.15,0.07,590.12
27.85,29.48,28.48,685.15,0.06,580.31
27.85,29.48,28.48,685.15,0.06,580.31
28.14,29.33,28.49,685.15,0.06,587.05
28.14,29.33,28.49,685.15,0.06,587.05
27.77,29.37,28.5,685.15,0.06,600.74
27.77,29.37,28.5,685.15,0.06,600.74
28.07,29.48,28.5,685.15,0.07,587.05
28.07,29.48,28.5,685.15,0.07,587.05
27.95,29.37,28.54,685.15,0.07,580.1
27.95,29.37,28.54,685.15,0.07,580.1
28.14,29.48,28.49,685.15,0.06,587.05
28.14,29.48,28.49,685.15,0.06,587.05
27.79,29.33,28.54,685.15,0.06,595.43
27.79,29.33,28.54,685.15,0.06,595.43
27.77,29.48,28.48,685.15,0.05,587.05
27.77,29.48,28.48,685.15,0.05,587.05
27.79,29.33,28.55,685.15,0.07,580.31
27.79,29.33,28.55,685.15,0.07,580.31
28.14,29.48,28.5,685.15,0.07,587.05
28.14,29.48,28.5,685.15,0.07,587.05
27.77,29.33,28.54,685.15,0.07,594.61
27.77,29.33,28.54,685.15,0.07,594.61
28.14,29.48,28.49,685.15,0.06,594.0
28.14,29.48,28.49,685.15,0.06,594.0
27.95,29.33,28.55,685.15,0.07,585.83
27.95,29.33,28.55,685.15,0.07,585.83
28.14,29.48,28.49,685.15,0.06,587.05
28.14,29.48,28.49,685.15,0.06,587.05
27.94,29.33,28.55,685.15,0.07,594.0
27.94,29.33,28.55,685.15,0.07,594.0
28.14,29.51,28.53,685.15,0.07,594.0
28.14,29.51,28.53,685.15,0.07,594.0
27.78,29.37,28.55,685.15,0.06,587.05
27.78,29.37,28.55,685.15,0.06,587.05
27.84,29.48,28.52,685.15,0.07,580.1
27.84,29.48,28.52,685.15,0.07,580.1
28.14,29.37,28.54,685.15,0.07,587.05
28.14,29.37,28.54,685.15,0.07,587.05
27.77,29.37,28.52,685.15,0.07,594.61
27.77,29.37,28.52,685.15,0.07,594.61
28.14,29.37,28.52,685.15,0.07,594.0
28.14,29.37,28.52,685.15,0.07,594.0
27.95,29.37,28.53,685.15,0.07,581.53
27.95,29.37,28.53,685.15,0.07,581.53
28.14,29.41,28.52,685.15,0.07,580.51
28.14,29.41,28.52,685.15,0.07,580.51
28.13,29.33,28.55,685.15,0.07,593.59
28.13,29.33,28.55,685.15,0.07,593.59
28.14,29.48,28.52,685.15,0.07,594.0
28.14,29.48,28.52,685.15,0.07,594.0
27.95,29.37,28.54,685.15,0.07,587.46
27.95,29.37,28.54,685.15,0.07,587.46
28.14,29.51,28.5,685.15,0.06,580.1
28.14,29.51,28.5,685.15,0.06,580.1
28.14,29.33,28.56,685.15,0.07,587.05
28.14,29.33,28.56,685.15,0.07,587.05
28.13,29.48,28.53,685.15,0.07,594.0
28.13,29.48,28.53,685.15,0.07,594.0
28.14,29.37,28.56,685.15,0.07,594.0
28.14,29.37,28.56,685.15,0.07,594.0
27.83,29.48,28.53,685.15,0.06,587.05
27.83,29.48,28.53,685.15,0.06,587.05
27.95,29.37,28.53,685.15,0.07,580.1
27.95,29.37,28.53,685.15,0.07,580.1
28.14,29.33,28.54,685.15,0.06,587.05
28.14,29.33,28.54,685.15,0.06,587.05
28.11,29.48,28.52,685.15,0.07,594.0
28.11,29.48,28.52,685.15,0.07,594.0
28.14,29.33,28.55,685.15,0.07,594.0
28.14,29.33,28.55,685.15,0.07,594.0
27.99,29.48,28.53,685.15,0.06,587.05
27.99,29.48,28.53,685.15,0.06,587.05
28.14,29.37,28.57,685.15,0.07,580.1
28.14,29.37,28.57,685.15,0.07,580.1
28.14,29.48,28.54,685.15,0.07,587.05
28.14,29.48,28.54,685.15,0.07,587.05
27.84,29.41,28.55,685.15,0.06,594.0
27.84,29.41,28.55,685.15,0.06,594.0
28.13,29.37,28.57,685.15,0.07,594.0
28.13,29.37,28.57,685.15,0.07,594.0
28.14,29.48,28.54,685.15,0.07,592.57
28.14,29.48,28.54,685.15,0.07,592.57
27.8,29.37,28.58,685.15,0.06,586.64
27.8,29.37,28.58,685.15,0.06,586.64
28.14,29.48,28.55,685.15,0.06,580.1
28.14,29.48,28.55,685.15,0.06,580.1
28.14,29.41,28.55,685.15,0.06,587.05
28.14,29.41,28.55,685.15,0.06,587.05
27.91,29.33,28.58,685.15,0.07,595.23
27.91,29.33,28.58,685.15,0.07,595.23
27.85,29.48,28.55,685.15,0.07,594.0
27.85,29.48,28.55,685.15,0.07,594.0
27.94,29.37,28.56,685.15,0.07,587.05
27.94,29.37,28.56,685.15,0.07,587.05
28.05,29.37,28.57,685.15,0.06,584.19
28.05,29.37,28.57,685.15,0.06,584.19
28.14,29.41,28.55,685.15,0.07,582.76
28.14,29.41,28.55,685.15,0.07,582.76
28.14,29.37,28.59,685.15,0.07,590.53
28.14,29.37,28.59,685.15,0.07,590.53
27.98,29.51,28.55,685.15,0.06,597.47
27.98,29.51,28.55,685.15,0.06,597.47
28.14,29.37,28.57,685.15,0.06,594.0
28.14,29.37,28.57,685.15,0.06,594.0
27.95,29.37,28.56,685.15,0.06,583.99
27.95,29.37,28.56,685.15,0.06,583.99
28.14,29.41,28.54,685.15,0.06,580.1
28.14,29.41,28.54,685.15,0.06,580.1
28.14,29.37,28.56,685.15,0.07,594.0
28.14,29.37,28.56,685.15,0.07,594.0
28.14,29.41,28.55,685.15,0.07,597.88
28.14,29.41,28.55,685.15,0.07,597.88
27.94,29.37,28.56,685.15,0.06,587.05
27.94,29.37,28.56,685.15,0.06,587.05
28.14,29.41,28.55,685.15,0.06,580.1
28.14,29.41,28.55,685.15,0.06,580.1
28.14,29.41,28.57,685.15,0.07,590.53
28.14,29.41,28.57,685.15,0.07,590.53
28.14,29.41,28.58,685.15,0.07,594.41
28.14,29.41,28.58,685.15,0.07,594.41
27.83,29.51,28.56,685.15,0.07,587.05
27.83,29.51,28.56,685.15,0.07,587.05
28.14,29.41,28.6,685.15,0.07,580.1
28.14,29.41,28.6,685.15,0.07,580.1
28.14,29.51,28.55,685.15,0.07,592.16
28.14,29.51,28.55,685.15,0.07,592.16
28.14,29.37,28.59,685.15,0.07,594.0
28.14,29.37,28.59,685.15,0.07,594.0
27.95,29.41,28.57,685.15,0.07,580.92
27.95,29.41,28.57,685.15,0.07,580.92
28.14,29.37,28.59,685.15,0.07,580.1
28.14,29.37,28.59,685.15,0.07,580.1
28.14,29.48,28.57,685.15,0.07,593.8
28.14,29.48,28.57,685.15,0.07,593.8
28.14,29.37,28.6,685.15,0.07,597.47
28.14,29.37,28.6,685.15,0.07,597.47
27.85,29.48,28.56,685.15,0.06,587.05
27.85,29.48,28.56,685.15,0.06,587.05
28.14,29.41,28.59,685.15,0.06,580.1
28.14,29.41,28.59,685.15,0.06,580.1
28.14,29.51,28.56,685.15,0.07,587.05
28.14,29.51,28.56,685.15,0.07,587.05
27.78,29.37,28.61,685.15,0.07,595.23
27.78,29.37,28.61,685.15,0.07,595.23
28.14,29.59,28.58,685.15,0.06,594.0
28.14,29.59,28.58,685.15,0.06,594.0
27.78,29.41,28.59,685.15,0.06,587.05
27.78,29.41,28.59,685.15,0.06,587.05
28.14,29.41,28.61,685.15,0.06,580.1
28.14,29.41,28.61,685.15,0.06,580.1
28.14,29.48,28.57,685.15,0.07,584.39
28.14,29.48,28.57,685.15,0.07,584.39
28.14,29.37,28.62,685.15,0.07,594.0
28.14,29.37,28.62,685.15,0.07,594.0
27.98,29.51,28.59,685.15,0.07,598.29
